recruitment_id,employee_id,hiring_source,recruiter_name,time_to_hire_days,interview_rounds,hiring_cost,offer_accepted
REC08770,EMP08770,Consultancy,Kavya Reddy,57,5,42819,1
REC08771,EMP08771,LinkedIn,Meenakshi Iyer,31,3,15423,1
REC08772,EMP08772,Campus Hiring,Vikash Gupta,26,5,8049,1
REC08773,EMP08773,Consultancy,Meenakshi Iyer,42,3,76558,1
REC08774,EMP08774,Consultancy,Rajan Mehta,59,2,74333,1
REC08775,EMP08775,Naukri,Sunita Arora,51,2,16989,1
REC08776,EMP08776,Campus Hiring,Kavya Reddy,20,4,7560,1
REC08777,EMP08777,Indeed,Amit Joshi,28,3,8699,1
REC08778,EMP08778,Naukri,Sunita Arora,8,2,16452,1
REC08779,EMP08779,Consultancy,Kavya Reddy,51,3,32254,1
REC08780,EMP08780,Consultancy,Sunita Arora,51,2,31244,1
REC08781,EMP08781,Naukri,Pradeep Nair,22,5,13140,1
REC08782,EMP08782,LinkedIn,Pradeep Nair,18,1,8894,1
REC08783,EMP08783,Indeed,Amit Joshi,11,5,5130,1
REC08784,EMP08784,Employee Referral,Vikash Gupta,54,1,6040,1
REC08785,EMP08785,LinkedIn,Amit Joshi,15,2,9005,1
REC08786,EMP08786,Consultancy,Suresh Pillai,8,1,48000,1
REC08787,EMP08787,Consultancy,Tanu Kapoor,43,1,59248,1
REC08788,EMP08788,Naukri,Sunita Arora,38,2,11997,1
REC08789,EMP08789,LinkedIn,Amit Joshi,19,3,14626,1
REC08790,EMP08790,Employee Referral,Pooja Sharma,25,2,3567,1
REC08791,EMP08791,Indeed,Tanu Kapoor,50,4,9305,0
REC08792,EMP08792,Consultancy,Tanu Kapoor,33,3,60799,1
REC08793,EMP08793,Naukri,Rajan Mehta,36,3,12745,1
REC08794,EMP08794,Indeed,Vikash Gupta,35,5,14409,1
REC08795,EMP08795,Naukri,Suresh Pillai,59,1,19786,1
REC08796,EMP08796,LinkedIn,Amit Joshi,50,5,23047,1
REC08797,EMP08797,Consultancy,Tanu Kapoor,7,2,44515,1
REC08798,EMP08798,Naukri,Pradeep Nair,45,1,7230,0
REC08799,EMP08799,Employee Referral,Vikash Gupta,14,3,4580,0
REC08800,EMP08800,Campus Hiring,Amit Joshi,38,2,6481,1
REC08801,EMP08801,Campus Hiring,Sunita Arora,17,2,5281,1
REC08802,EMP08802,Naukri,Vikash Gupta,12,5,15206,1
REC08803,EMP08803,Consultancy,Kavya Reddy,41,1,68439,1
REC08804,EMP08804,Employee Referral,Vikash Gupta,31,1,7591,1
REC08805,EMP08805,LinkedIn,Amit Joshi,18,2,12916,1
REC08806,EMP08806,Naukri,Amit Joshi,50,2,12441,0
REC08807,EMP08807,Employee Referral,Amit Joshi,51,2,9952,1
REC08808,EMP08808,Employee Referral,Pooja Sharma,28,2,4740,1
REC08809,EMP08809,Indeed,Sunita Arora,11,3,8134,0
REC08810,EMP08810,LinkedIn,Meenakshi Iyer,60,4,9523,1
REC08811,EMP08811,LinkedIn,Pradeep Nair,47,3,10821,0
REC08812,EMP08812,Consultancy,Vikash Gupta,32,3,34283,1
REC08813,EMP08813,Consultancy,Tanu Kapoor,50,3,66100,1
REC08814,EMP08814,Consultancy,Sunita Arora,14,1,56489,1
REC08815,EMP08815,Indeed,Rajan Mehta,59,5,17076,1
REC08816,EMP08816,Naukri,Tanu Kapoor,33,5,14795,1
REC08817,EMP08817,Indeed,Tanu Kapoor,56,3,7172,1
REC08818,EMP08818,Naukri,Tanu Kapoor,16,2,12158,1
REC08819,EMP08819,Employee Referral,Tanu Kapoor,22,5,8795,0
REC08820,EMP08820,LinkedIn,Tanu Kapoor,53,1,15504,1
REC08821,EMP08821,Consultancy,Sunita Arora,20,4,65938,1
REC08822,EMP08822,Indeed,Meenakshi Iyer,34,3,13231,1
REC08823,EMP08823,Indeed,Amit Joshi,42,5,8792,0
REC08824,EMP08824,Naukri,Rajan Mehta,7,5,18769,0
REC08825,EMP08825,Employee Referral,Rajan Mehta,47,5,5590,1
REC08826,EMP08826,Consultancy,Kavya Reddy,43,2,79063,1
REC08827,EMP08827,LinkedIn,Pooja Sharma,51,1,16029,0
REC08828,EMP08828,Naukri,Amit Joshi,26,2,14769,1
REC08829,EMP08829,LinkedIn,Amit Joshi,25,4,22083,1
REC08830,EMP08830,Employee Referral,Sunita Arora,60,2,8744,1
REC08831,EMP08831,Employee Referral,Pradeep Nair,42,3,8569,0
REC08832,EMP08832,Indeed,Suresh Pillai,34,3,11498,0
REC08833,EMP08833,Employee Referral,Suresh Pillai,40,1,5653,1
REC08834,EMP08834,Indeed,Amit Joshi,53,1,6542,1
REC08835,EMP08835,LinkedIn,Rajan Mehta,18,1,21129,1
REC08836,EMP08836,LinkedIn,Meenakshi Iyer,35,5,10353,1
REC08837,EMP08837,LinkedIn,Pradeep Nair,27,4,20019,1
REC08838,EMP08838,Naukri,Tanu Kapoor,25,4,13302,1
REC08839,EMP08839,LinkedIn,Suresh Pillai,20,3,19887,0
REC08840,EMP08840,Naukri,Meenakshi Iyer,12,5,14264,1
REC08841,EMP08841,Employee Referral,Pooja Sharma,48,1,4679,1
REC08842,EMP08842,Naukri,Rajan Mehta,41,4,14979,0
REC08843,EMP08843,LinkedIn,Pradeep Nair,29,3,18770,1
REC08844,EMP08844,Naukri,Tanu Kapoor,13,2,18552,1
REC08845,EMP08845,Employee Referral,Sunita Arora,20,3,9013,0
REC08846,EMP08846,Indeed,Meenakshi Iyer,52,4,10787,1
REC08847,EMP08847,Employee Referral,Pradeep Nair,29,4,6572,0
REC08848,EMP08848,LinkedIn,Pradeep Nair,26,4,10745,1
REC08849,EMP08849,Employee Referral,Suresh Pillai,20,4,3311,1
REC08850,EMP08850,Employee Referral,Sunita Arora,18,3,8291,1
REC08851,EMP08851,Naukri,Amit Joshi,10,2,6430,1
REC08852,EMP08852,Naukri,Sunita Arora,58,5,12152,0
REC08853,EMP08853,Consultancy,Vikash Gupta,25,5,38596,1
REC08854,EMP08854,Campus Hiring,Kavya Reddy,54,1,8472,1
REC08855,EMP08855,Consultancy,Amit Joshi,36,1,68344,1
REC08856,EMP08856,Naukri,Sunita Arora,25,2,6242,0
REC08857,EMP08857,LinkedIn,Rajan Mehta,18,1,8869,1
REC08858,EMP08858,Indeed,Meenakshi Iyer,50,5,15938,1
REC08859,EMP08859,LinkedIn,Meenakshi Iyer,42,1,16298,1
REC08860,EMP08860,LinkedIn,Amit Joshi,48,2,10676,1
REC08861,EMP08861,LinkedIn,Kavya Reddy,50,2,23794,1
REC08862,EMP08862,Naukri,Tanu Kapoor,44,2,7906,1
REC08863,EMP08863,Naukri,Suresh Pillai,13,2,11216,1
REC08864,EMP08864,Campus Hiring,Pooja Sharma,11,3,9245,1
REC08865,EMP08865,Campus Hiring,Pooja Sharma,41,3,8432,0
REC08866,EMP08866,LinkedIn,Kavya Reddy,55,4,12661,1
REC08867,EMP08867,LinkedIn,Kavya Reddy,42,1,8970,1
REC08868,EMP08868,LinkedIn,Rajan Mehta,13,2,19241,1
REC08869,EMP08869,Naukri,Pradeep Nair,43,5,12165,1
REC08870,EMP08870,Naukri,Rajan Mehta,8,3,14574,1
REC08871,EMP08871,Campus Hiring,Vikash Gupta,19,1,5251,1
REC08872,EMP08872,Naukri,Meenakshi Iyer,57,2,18957,1
REC08873,EMP08873,Employee Referral,Rajan Mehta,60,1,6291,1
REC08874,EMP08874,Consultancy,Vikash Gupta,39,5,57552,1
REC08875,EMP08875,LinkedIn,Suresh Pillai,25,2,15409,1
REC08876,EMP08876,Indeed,Sunita Arora,36,5,5846,1
REC08877,EMP08877,LinkedIn,Sunita Arora,19,5,19610,1
REC08878,EMP08878,Employee Referral,Tanu Kapoor,41,5,6223,0
REC08879,EMP08879,Indeed,Tanu Kapoor,53,3,6790,0
REC08880,EMP08880,Employee Referral,Vikash Gupta,55,4,7243,1
REC08881,EMP08881,LinkedIn,Kavya Reddy,44,1,17895,1
REC08882,EMP08882,Employee Referral,Pradeep Nair,45,4,4146,0
REC08883,EMP08883,Employee Referral,Vikash Gupta,54,4,6738,1
REC08884,EMP08884,LinkedIn,Rajan Mehta,39,3,12848,1
REC08885,EMP08885,Employee Referral,Tanu Kapoor,13,1,9189,0
REC08886,EMP08886,Employee Referral,Meenakshi Iyer,11,2,6440,1
REC08887,EMP08887,LinkedIn,Vikash Gupta,43,3,17687,1
REC08888,EMP08888,LinkedIn,Pradeep Nair,50,5,22121,1
REC08889,EMP08889,Naukri,Sunita Arora,14,1,18220,1
REC08890,EMP08890,LinkedIn,Meenakshi Iyer,38,1,11581,1
REC08891,EMP08891,Naukri,Meenakshi Iyer,34,1,10806,1
REC08892,EMP08892,LinkedIn,Pradeep Nair,11,3,14902,1
REC08893,EMP08893,Employee Referral,Kavya Reddy,19,2,3207,1
REC08894,EMP08894,Campus Hiring,Pooja Sharma,57,5,7513,1
REC08895,EMP08895,Indeed,Vikash Gupta,41,5,5609,1
REC08896,EMP08896,Indeed,Vikash Gupta,25,5,9040,1
REC08897,EMP08897,Consultancy,Rajan Mehta,40,2,56290,1
REC08898,EMP08898,Consultancy,Suresh Pillai,27,2,34292,1
REC08899,EMP08899,Naukri,Pooja Sharma,53,3,15373,1
REC08900,EMP08900,Employee Referral,Vikash Gupta,59,4,5802,1
REC08901,EMP08901,Employee Referral,Suresh Pillai,28,2,9685,1
REC08902,EMP08902,LinkedIn,Pradeep Nair,31,4,11772,1
REC08903,EMP08903,Employee Referral,Tanu Kapoor,54,2,9261,1
REC08904,EMP08904,LinkedIn,Tanu Kapoor,39,5,13241,1
REC08905,EMP08905,Naukri,Sunita Arora,41,5,10622,1
REC08906,EMP08906,Consultancy,Meenakshi Iyer,42,3,66975,1
REC08907,EMP08907,LinkedIn,Rajan Mehta,18,4,17760,1
REC08908,EMP08908,Naukri,Pooja Sharma,18,1,17539,1
REC08909,EMP08909,LinkedIn,Sunita Arora,60,5,18959,1
REC08910,EMP08910,LinkedIn,Amit Joshi,50,2,12599,1
REC08911,EMP08911,Employee Referral,Tanu Kapoor,54,3,7572,1
REC08912,EMP08912,Naukri,Tanu Kapoor,46,2,11219,1
REC08913,EMP08913,Indeed,Kavya Reddy,35,2,17329,0
REC08914,EMP08914,Naukri,Tanu Kapoor,32,2,12341,0
REC08915,EMP08915,Employee Referral,Sunita Arora,28,2,3845,1
REC08916,EMP08916,Naukri,Meenakshi Iyer,57,1,13710,1
REC08917,EMP08917,LinkedIn,Suresh Pillai,47,3,24059,1
REC08918,EMP08918,Naukri,Vikash Gupta,22,5,14429,1
REC08919,EMP08919,Naukri,Pradeep Nair,59,3,9297,1
REC08920,EMP08920,Employee Referral,Amit Joshi,46,2,7289,1
REC08921,EMP08921,Employee Referral,Pradeep Nair,31,5,9028,1
REC08922,EMP08922,Campus Hiring,Kavya Reddy,13,5,13161,1
REC08923,EMP08923,Consultancy,Kavya Reddy,28,2,57265,1
REC08924,EMP08924,Campus Hiring,Pradeep Nair,45,3,5496,0
REC08925,EMP08925,Indeed,Tanu Kapoor,54,2,13873,1
REC08926,EMP08926,Campus Hiring,Kavya Reddy,49,1,5379,1
REC08927,EMP08927,Employee Referral,Suresh Pillai,28,5,6182,1
REC08928,EMP08928,Indeed,Meenakshi Iyer,59,4,12473,1
REC08929,EMP08929,Campus Hiring,Sunita Arora,54,1,9730,1
REC08930,EMP08930,Naukri,Tanu Kapoor,24,5,18853,1
REC08931,EMP08931,Campus Hiring,Vikash Gupta,54,3,8170,1
REC08932,EMP08932,Employee Referral,Amit Joshi,37,5,4318,1
REC08933,EMP08933,LinkedIn,Suresh Pillai,27,4,15583,1
REC08934,EMP08934,LinkedIn,Tanu Kapoor,55,2,16824,0
REC08935,EMP08935,LinkedIn,Pooja Sharma,36,3,18370,1
REC08936,EMP08936,Consultancy,Tanu Kapoor,45,1,45952,1
REC08937,EMP08937,Employee Referral,Sunita Arora,28,1,6522,1
REC08938,EMP08938,LinkedIn,Tanu Kapoor,19,4,18433,1
REC08939,EMP08939,Naukri,Sunita Arora,56,3,18123,1
REC08940,EMP08940,Employee Referral,Kavya Reddy,13,3,9584,0
REC08941,EMP08941,Naukri,Pradeep Nair,9,5,13235,1
REC08942,EMP08942,LinkedIn,Pooja Sharma,18,4,12432,1
REC08943,EMP08943,LinkedIn,Tanu Kapoor,43,2,13065,1
REC08944,EMP08944,Indeed,Sunita Arora,13,1,13361,1
REC08945,EMP08945,Consultancy,Rajan Mehta,12,5,37969,1
REC08946,EMP08946,Naukri,Amit Joshi,18,1,12812,0
REC08947,EMP08947,LinkedIn,Tanu Kapoor,40,3,20623,0
REC08948,EMP08948,Campus Hiring,Tanu Kapoor,19,3,7270,0
REC08949,EMP08949,Employee Referral,Rajan Mehta,60,5,5485,1
REC08950,EMP08950,Indeed,Vikash Gupta,54,4,14329,1
REC08951,EMP08951,Indeed,Meenakshi Iyer,33,3,8169,1
REC08952,EMP08952,Naukri,Vikash Gupta,46,3,19252,1
REC08953,EMP08953,Indeed,Vikash Gupta,25,2,9600,0
REC08954,EMP08954,Consultancy,Vikash Gupta,58,3,57719,1
REC08955,EMP08955,LinkedIn,Pooja Sharma,58,5,11760,1
REC08956,EMP08956,Naukri,Amit Joshi,47,1,8363,1
REC08957,EMP08957,Employee Referral,Kavya Reddy,49,2,9381,1
REC08958,EMP08958,Consultancy,Meenakshi Iyer,32,3,38676,1
REC08959,EMP08959,Consultancy,Pooja Sharma,39,5,79591,1
REC08960,EMP08960,LinkedIn,Kavya Reddy,47,4,13047,1
REC08961,EMP08961,Consultancy,Amit Joshi,15,1,55130,1
REC08962,EMP08962,Indeed,Tanu Kapoor,33,3,10784,1
REC08963,EMP08963,Employee Referral,Rajan Mehta,25,5,3559,0
REC08964,EMP08964,Naukri,Suresh Pillai,15,5,7078,1
REC08965,EMP08965,Employee Referral,Kavya Reddy,41,3,3504,1
REC08966,EMP08966,Consultancy,Tanu Kapoor,22,5,52526,1
REC08967,EMP08967,LinkedIn,Rajan Mehta,23,5,11928,1
REC08968,EMP08968,Consultancy,Suresh Pillai,12,4,75778,1
REC08969,EMP08969,Employee Referral,Amit Joshi,41,4,8147,1
REC08970,EMP08970,Naukri,Tanu Kapoor,55,3,12795,1
REC08971,EMP08971,Consultancy,Suresh Pillai,10,2,74798,1
REC08972,EMP08972,Employee Referral,Suresh Pillai,11,2,6672,0
REC08973,EMP08973,LinkedIn,Tanu Kapoor,35,3,9742,0
REC08974,EMP08974,Naukri,Amit Joshi,12,1,10458,1
REC08975,EMP08975,Naukri,Sunita Arora,16,4,13041,1
REC08976,EMP08976,Employee Referral,Suresh Pillai,13,3,3762,1
REC08977,EMP08977,Naukri,Vikash Gupta,16,3,17812,0
REC08978,EMP08978,LinkedIn,Meenakshi Iyer,33,3,19636,1
REC08979,EMP08979,Employee Referral,Kavya Reddy,58,3,4279,1
REC08980,EMP08980,Employee Referral,Amit Joshi,30,2,3389,1
REC08981,EMP08981,Employee Referral,Suresh Pillai,37,5,3186,1
REC08982,EMP08982,Consultancy,Kavya Reddy,47,1,31372,1
REC08983,EMP08983,Employee Referral,Kavya Reddy,54,3,5301,1
REC08984,EMP08984,Campus Hiring,Kavya Reddy,26,3,7392,0
REC08985,EMP08985,Naukri,Pradeep Nair,31,1,10758,1
REC08986,EMP08986,LinkedIn,Pradeep Nair,31,1,8945,1
REC08987,EMP08987,Campus Hiring,Pooja Sharma,29,1,13590,1
REC08988,EMP08988,LinkedIn,Rajan Mehta,42,2,17724,0
REC08989,EMP08989,Campus Hiring,Sunita Arora,26,2,6124,1
REC08990,EMP08990,LinkedIn,Kavya Reddy,18,3,18329,0
REC08991,EMP08991,Consultancy,Tanu Kapoor,17,5,73541,1
REC08992,EMP08992,Naukri,Sunita Arora,25,4,6007,1
REC08993,EMP08993,LinkedIn,Vikash Gupta,27,5,24249,1
REC08994,EMP08994,Consultancy,Tanu Kapoor,53,2,64959,1
REC08995,EMP08995,Campus Hiring,Amit Joshi,44,5,11069,1
REC08996,EMP08996,Naukri,Sunita Arora,30,1,15748,1
REC08997,EMP08997,Naukri,Sunita Arora,57,3,16172,1
REC08998,EMP08998,Employee Referral,Kavya Reddy,33,2,9845,1
REC08999,EMP08999,Naukri,Meenakshi Iyer,46,4,18915,1
REC09000,EMP09000,Employee Referral,Meenakshi Iyer,21,3,7048,1
REC09001,EMP09001,Employee Referral,Sunita Arora,16,4,3216,1
REC09002,EMP09002,LinkedIn,Kavya Reddy,7,3,23597,1
REC09003,EMP09003,Employee Referral,Rajan Mehta,31,3,4238,0
REC09004,EMP09004,Campus Hiring,Kavya Reddy,32,2,9820,1
REC09005,EMP09005,LinkedIn,Sunita Arora,17,4,13930,1
REC09006,EMP09006,Employee Referral,Pooja Sharma,38,5,8031,1
REC09007,EMP09007,Indeed,Meenakshi Iyer,42,1,14861,0
REC09008,EMP09008,Campus Hiring,Rajan Mehta,41,4,5142,0
REC09009,EMP09009,LinkedIn,Suresh Pillai,25,3,22961,1
REC09010,EMP09010,Employee Referral,Sunita Arora,42,3,4163,1
REC09011,EMP09011,Employee Referral,Sunita Arora,43,1,4246,0
REC09012,EMP09012,Employee Referral,Suresh Pillai,43,3,3824,1
REC09013,EMP09013,LinkedIn,Meenakshi Iyer,54,4,17081,1
REC09014,EMP09014,LinkedIn,Suresh Pillai,37,2,10070,1
REC09015,EMP09015,Campus Hiring,Vikash Gupta,11,2,10343,1
REC09016,EMP09016,Campus Hiring,Sunita Arora,7,1,13559,1
REC09017,EMP09017,Employee Referral,Tanu Kapoor,21,1,7222,1
REC09018,EMP09018,Employee Referral,Suresh Pillai,40,1,4483,1
REC09019,EMP09019,Employee Referral,Kavya Reddy,19,2,6461,0
REC09020,EMP09020,Indeed,Pradeep Nair,15,4,17120,1
REC09021,EMP09021,Naukri,Vikash Gupta,44,5,17588,1
REC09022,EMP09022,LinkedIn,Amit Joshi,49,3,12288,1
REC09023,EMP09023,Naukri,Pradeep Nair,12,5,10860,0
REC09024,EMP09024,Employee Referral,Kavya Reddy,43,4,5010,1
REC09025,EMP09025,Employee Referral,Amit Joshi,58,1,9203,1
REC09026,EMP09026,Indeed,Pooja Sharma,25,4,10573,0
REC09027,EMP09027,Employee Referral,Vikash Gupta,56,1,7992,1
REC09028,EMP09028,Campus Hiring,Tanu Kapoor,38,3,6955,1
REC09029,EMP09029,Campus Hiring,Kavya Reddy,24,5,10882,1
REC09030,EMP09030,Indeed,Pradeep Nair,48,2,12099,1
REC09031,EMP09031,Consultancy,Suresh Pillai,53,3,28199,1
REC09032,EMP09032,Indeed,Vikash Gupta,41,2,15134,1
REC09033,EMP09033,Campus Hiring,Suresh Pillai,57,2,9687,0
REC09034,EMP09034,Naukri,Rajan Mehta,35,5,17655,1
REC09035,EMP09035,Consultancy,Vikash Gupta,18,2,38780,1
REC09036,EMP09036,LinkedIn,Tanu Kapoor,49,1,22145,1
REC09037,EMP09037,Employee Referral,Vikash Gupta,27,3,8728,1
REC09038,EMP09038,Indeed,Tanu Kapoor,17,1,17667,1
REC09039,EMP09039,Employee Referral,Vikash Gupta,55,5,9164,1
REC09040,EMP09040,Employee Referral,Meenakshi Iyer,46,4,9388,0
REC09041,EMP09041,LinkedIn,Meenakshi Iyer,10,1,16781,1
REC09042,EMP09042,Employee Referral,Suresh Pillai,11,5,3450,1
REC09043,EMP09043,Indeed,Sunita Arora,33,5,12503,0
REC09044,EMP09044,Naukri,Suresh Pillai,42,2,10196,1
REC09045,EMP09045,LinkedIn,Pooja Sharma,60,5,9665,1
REC09046,EMP09046,Consultancy,Pradeep Nair,52,1,42501,1
REC09047,EMP09047,Indeed,Suresh Pillai,56,3,11026,1
REC09048,EMP09048,Employee Referral,Sunita Arora,44,5,6995,1
REC09049,EMP09049,Consultancy,Pooja Sharma,29,1,79352,1
REC09050,EMP09050,Consultancy,Meenakshi Iyer,14,2,35891,0
REC09051,EMP09051,Employee Referral,Suresh Pillai,32,5,3491,1
REC09052,EMP09052,LinkedIn,Sunita Arora,60,4,19809,1
REC09053,EMP09053,Naukri,Amit Joshi,56,1,8601,0
REC09054,EMP09054,Employee Referral,Sunita Arora,21,5,5757,1
REC09055,EMP09055,Campus Hiring,Suresh Pillai,13,3,12882,1
REC09056,EMP09056,Campus Hiring,Pradeep Nair,36,1,7387,0
REC09057,EMP09057,Naukri,Pradeep Nair,10,3,12868,1
REC09058,EMP09058,Campus Hiring,Pradeep Nair,45,4,13620,1
REC09059,EMP09059,Campus Hiring,Rajan Mehta,22,3,14311,1
REC09060,EMP09060,LinkedIn,Pooja Sharma,50,4,20329,1
REC09061,EMP09061,LinkedIn,Pooja Sharma,17,4,12083,1
REC09062,EMP09062,Employee Referral,Amit Joshi,43,2,4530,1
REC09063,EMP09063,Consultancy,Kavya Reddy,33,5,73028,1
REC09064,EMP09064,LinkedIn,Kavya Reddy,25,5,17927,1
REC09065,EMP09065,Naukri,Rajan Mehta,20,5,12109,1
REC09066,EMP09066,Indeed,Pooja Sharma,51,3,12697,1
REC09067,EMP09067,LinkedIn,Sunita Arora,37,1,11996,1
REC09068,EMP09068,Naukri,Kavya Reddy,17,5,18193,1
REC09069,EMP09069,Naukri,Vikash Gupta,8,3,6761,1
REC09070,EMP09070,Consultancy,Vikash Gupta,51,4,49657,0
REC09071,EMP09071,Consultancy,Suresh Pillai,18,5,73259,1
REC09072,EMP09072,Naukri,Pradeep Nair,18,2,11189,1
REC09073,EMP09073,LinkedIn,Amit Joshi,32,4,17712,1
REC09074,EMP09074,Indeed,Kavya Reddy,54,1,16255,1
REC09075,EMP09075,Naukri,Meenakshi Iyer,40,2,6364,0
REC09076,EMP09076,Indeed,Suresh Pillai,8,3,8019,1
REC09077,EMP09077,Consultancy,Vikash Gupta,18,4,77319,1
REC09078,EMP09078,Naukri,Kavya Reddy,60,1,10006,0
REC09079,EMP09079,Campus Hiring,Amit Joshi,53,5,11189,1
REC09080,EMP09080,Naukri,Suresh Pillai,48,3,13819,1
REC09081,EMP09081,Naukri,Pooja Sharma,32,2,16996,1
REC09082,EMP09082,Employee Referral,Sunita Arora,37,5,7535,1
REC09083,EMP09083,Indeed,Pooja Sharma,52,5,6370,1
REC09084,EMP09084,Naukri,Tanu Kapoor,60,3,6852,1
REC09085,EMP09085,Naukri,Meenakshi Iyer,38,4,10648,1
REC09086,EMP09086,LinkedIn,Pradeep Nair,46,4,19423,1
REC09087,EMP09087,Campus Hiring,Tanu Kapoor,55,3,12932,1
REC09088,EMP09088,Naukri,Suresh Pillai,53,4,11564,0
REC09089,EMP09089,Naukri,Tanu Kapoor,8,3,19001,1
REC09090,EMP09090,Indeed,Meenakshi Iyer,55,3,6742,1
REC09091,EMP09091,Employee Referral,Rajan Mehta,26,3,7892,1
REC09092,EMP09092,LinkedIn,Tanu Kapoor,33,4,18235,0
REC09093,EMP09093,Naukri,Rajan Mehta,25,1,10283,0
REC09094,EMP09094,Consultancy,Amit Joshi,13,2,76139,0
REC09095,EMP09095,Employee Referral,Tanu Kapoor,36,5,3462,0
REC09096,EMP09096,Consultancy,Pooja Sharma,24,3,53752,1
REC09097,EMP09097,Employee Referral,Amit Joshi,8,3,3087,1
REC09098,EMP09098,Naukri,Tanu Kapoor,29,3,9660,1
REC09099,EMP09099,Naukri,Meenakshi Iyer,33,3,7807,1
REC09100,EMP09100,Campus Hiring,Kavya Reddy,42,2,10380,1
REC09101,EMP09101,Consultancy,Vikash Gupta,20,4,26278,0
REC09102,EMP09102,LinkedIn,Pooja Sharma,22,4,14856,1
REC09103,EMP09103,LinkedIn,Pradeep Nair,20,1,24157,0
REC09104,EMP09104,Employee Referral,Amit Joshi,16,1,4528,0
REC09105,EMP09105,Indeed,Vikash Gupta,44,1,11977,0
REC09106,EMP09106,Campus Hiring,Kavya Reddy,34,4,6237,1
REC09107,EMP09107,LinkedIn,Meenakshi Iyer,27,1,8986,1
REC09108,EMP09108,Consultancy,Vikash Gupta,50,1,32297,1
REC09109,EMP09109,Naukri,Rajan Mehta,42,5,10080,1
REC09110,EMP09110,Consultancy,Tanu Kapoor,26,2,76317,1
REC09111,EMP09111,Naukri,Amit Joshi,35,2,18918,1
REC09112,EMP09112,LinkedIn,Kavya Reddy,15,3,15584,1
REC09113,EMP09113,LinkedIn,Pradeep Nair,20,5,18600,0
REC09114,EMP09114,Indeed,Pradeep Nair,33,1,7494,1
REC09115,EMP09115,Indeed,Pradeep Nair,43,3,8748,1
REC09116,EMP09116,Campus Hiring,Amit Joshi,43,4,13775,1
REC09117,EMP09117,Naukri,Kavya Reddy,38,5,7167,0
REC09118,EMP09118,Indeed,Rajan Mehta,17,2,10746,1
REC09119,EMP09119,LinkedIn,Vikash Gupta,19,1,12213,1
REC09120,EMP09120,LinkedIn,Sunita Arora,36,2,10263,1
REC09121,EMP09121,Naukri,Sunita Arora,28,3,6370,1
REC09122,EMP09122,Campus Hiring,Meenakshi Iyer,44,3,9366,0
REC09123,EMP09123,Consultancy,Amit Joshi,49,2,33837,1
REC09124,EMP09124,Naukri,Tanu Kapoor,46,3,15946,0
REC09125,EMP09125,LinkedIn,Sunita Arora,37,1,12232,1
REC09126,EMP09126,Naukri,Suresh Pillai,10,3,6235,1
REC09127,EMP09127,Naukri,Sunita Arora,42,3,16701,1
REC09128,EMP09128,Consultancy,Amit Joshi,53,4,27860,1
REC09129,EMP09129,Indeed,Suresh Pillai,48,2,11505,1
REC09130,EMP09130,Employee Referral,Kavya Reddy,26,5,5237,1
REC09131,EMP09131,Employee Referral,Rajan Mehta,25,4,7658,1
REC09132,EMP09132,Consultancy,Amit Joshi,34,2,64280,1
REC09133,EMP09133,Naukri,Pooja Sharma,44,5,12920,1
REC09134,EMP09134,Employee Referral,Amit Joshi,55,3,6371,1
REC09135,EMP09135,Indeed,Pooja Sharma,11,3,11938,1
REC09136,EMP09136,Indeed,Sunita Arora,36,2,9738,1
REC09137,EMP09137,Indeed,Vikash Gupta,53,4,8037,1
REC09138,EMP09138,Naukri,Sunita Arora,15,3,6550,1
REC09139,EMP09139,Indeed,Kavya Reddy,51,3,13923,0
REC09140,EMP09140,LinkedIn,Kavya Reddy,58,1,11060,1
REC09141,EMP09141,Employee Referral,Suresh Pillai,41,3,8387,0
REC09142,EMP09142,LinkedIn,Sunita Arora,31,3,14597,0
REC09143,EMP09143,Consultancy,Tanu Kapoor,50,2,38650,1
REC09144,EMP09144,Campus Hiring,Kavya Reddy,60,4,11844,1
REC09145,EMP09145,Consultancy,Tanu Kapoor,17,3,77402,1
REC09146,EMP09146,Indeed,Meenakshi Iyer,44,5,8322,1
REC09147,EMP09147,Indeed,Vikash Gupta,45,1,5815,1
REC09148,EMP09148,LinkedIn,Tanu Kapoor,13,1,15556,0
REC09149,EMP09149,Indeed,Vikash Gupta,13,3,9383,1
REC09150,EMP09150,LinkedIn,Pradeep Nair,51,5,19157,1
REC09151,EMP09151,Indeed,Kavya Reddy,60,5,6846,0
REC09152,EMP09152,Consultancy,Pradeep Nair,56,4,52124,1
REC09153,EMP09153,Indeed,Kavya Reddy,13,1,14398,1
REC09154,EMP09154,Employee Referral,Suresh Pillai,27,4,8364,1
REC09155,EMP09155,LinkedIn,Meenakshi Iyer,41,5,8104,1
REC09156,EMP09156,Campus Hiring,Sunita Arora,47,3,12425,1
REC09157,EMP09157,Naukri,Sunita Arora,48,4,16265,1
REC09158,EMP09158,Naukri,Rajan Mehta,28,1,18133,1
REC09159,EMP09159,Indeed,Pooja Sharma,53,2,10023,0
REC09160,EMP09160,LinkedIn,Tanu Kapoor,9,2,9710,1
REC09161,EMP09161,Naukri,Amit Joshi,12,4,13652,0
REC09162,EMP09162,LinkedIn,Amit Joshi,57,2,10061,1
REC09163,EMP09163,LinkedIn,Amit Joshi,48,5,16641,1
